 ,transaction_id,date,keyword,amount_cad,direction,transaction_type,merchant_or_source,description,account,scope,status,mixed_halal_pct,haram_portion_disposed,cost_basis_cad,related_reference,missing_information,parse_line
Faris Mahmood,FMR000385,2025-08-17,freelance_income,$431.44,inflow,income,Freelance Client,,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-08-17 | freelance_income | 431.44 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMS0005,2025-10-19,gift_income,$500.00,inflow,income,Family Member,Personal gift,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-10-19 | gift_income | 500.00 | inflow | income | Family Member | Personal gift
Faris Mahmood,FMR000270,2025-10-20,rental_income,"$1,683.38",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-10-20 | rental_income | 1683.38 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000460,2025-10-22,business_sale_income,$105.72,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2025-10-22 | business_sale_income | 105.72 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMS0006,2025-10-22,tip_income,$85.00,inflow,income,Customer Tips,Tips received for permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-10-22 | tip_income | 85.00 | inflow | income | Customer Tips | Tips received for permissible work
Faris Mahmood,FMR000121,2025-10-23,restaurant_meal,$55.26,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2025-10-23 | restaurant_meal | 55.26 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000250,2025-10-23,rental_income,"$1,518.56",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-10-23 | rental_income | 1518.56 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000339,2025-10-23,phone_bill,$105.63,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-10-23 | phone_bill | 105.63 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000388,2025-10-23,software_subscription,$16.01,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2025-10-23 | software_subscription | 16.01 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000051,2025-10-24,business_supplies,$117.16,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-10-24 | business_supplies | 117.16 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000445,2025-10-24,restaurant_meal,$40.15,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2025-10-24 | restaurant_meal | 40.15 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000350,2025-10-25,transportation,$63.59,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-10-25 | transportation | 63.59 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000031,2025-10-26,business_advertising,$191.94,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-10-26 | business_advertising | 191.94 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000498,2025-10-26,software_subscription,$45.47,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2025-10-26 | software_subscription | 45.47 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000520,2025-10-26,business_advertising,$92.49,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-10-26 | business_advertising | 92.49 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000524,2025-10-26,rental_income,$724.32,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-10-26 | rental_income | 724.32 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000090,2025-10-27,business_advertising,$41.47,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-10-27 | business_advertising | 41.47 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000438,2025-10-27,transportation,$19.82,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-10-27 | transportation | 19.82 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000003,2025-10-28,salary_income,"$3,550.00",inflow,income,Employer Payroll,Monthly employment salary,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-10-28 | salary_income | 3550.00 | inflow | income | Employer Payroll | Monthly employment salary
Faris Mahmood,FMR000306,2025-10-29,software_subscription,$75.82,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2025-10-29 | software_subscription | 75.82 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000469,2025-10-29,personal_spending,$123.56,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2025-10-29 | personal_spending | 123.56 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000532,2025-10-30,groceries,$37.94,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2025-10-30 | groceries | 37.94 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000018,2025-10-31,freelance_income,$867.86,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-10-31 | freelance_income | 867.86 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000382,2025-10-31,software_subscription,$19.95,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2025-10-31 | software_subscription | 19.95 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000261,2025-11-01,restaurant_meal,$84.41,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-01 | restaurant_meal | 84.41 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000395,2025-11-02,phone_bill,$58.36,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-02 | phone_bill | 58.36 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000502,2025-11-02,phone_bill,$65.80,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-02 | phone_bill | 65.80 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000155,2025-11-03,business_advertising,$139.87,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-03 | business_advertising | 139.87 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000324,2025-11-03,groceries,$96.89,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-03 | groceries | 96.89 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000427,2025-11-03,rental_income,$735.44,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-11-03 | rental_income | 735.44 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000470,2025-11-03,business_supplies,$85.84,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-03 | business_supplies | 85.84 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000528,2025-11-04,phone_bill,$89.97,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-04 | phone_bill | 89.97 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000601,2025-11-04,transportation,$97.41,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-04 | transportation | 97.41 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMS0007,2025-11-04,content_revenue_income,$430.00,inflow,income,Video Platform,Advertising revenue from educational content,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-11-04 | content_revenue_income | 430.00 | inflow | income | Video Platform | Advertising revenue from educational content
Faris Mahmood,FMR000362,2025-11-06,restaurant_meal,$58.45,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-06 | restaurant_meal | 58.45 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000164,2025-11-07,business_sale_income,$34.74,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-07 | business_sale_income | 34.74 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000241,2025-11-07,phone_bill,$73.01,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-07 | phone_bill | 73.01 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000368,2025-11-07,groceries,$152.54,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-07 | groceries | 152.54 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMH002,2025-11-08,alcohol_sales_income,$640.00,inflow,income,Event Bar Sales,Income from direct alcohol sales,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-08 | alcohol_sales_income | 640.00 | inflow | income | Event Bar Sales | Income from direct alcohol sales
Faris Mahmood,FMR000022,2025-11-08,business_advertising,$217.96,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-08 | business_advertising | 217.96 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000400,2025-11-09,business_sale_income,$31.41,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-09 | business_sale_income | 31.41 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000449,2025-11-09,transportation,$12.61,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-09 | transportation | 12.61 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000231,2025-11-10,electricity_bill,$74.65,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-10 | electricity_bill | 74.65 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000366,2025-11-10,software_subscription,$85.70,outflow,expense,Software Vendor,Software subscription,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-10 | software_subscription | 85.70 | outflow | expense | Software Vendor | Software subscription
Faris Mahmood,FMR000416,2025-11-10,electricity_bill,$125.24,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-10 | electricity_bill | 125.24 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000428,2025-11-10,business_advertising,$23.02,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-10 | business_advertising | 23.02 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000190,2025-11-11,business_sale_income,$90.22,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-11 | business_sale_income | 90.22 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000179,2025-11-12,business_supplies,$195.68,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-12 | business_supplies | 195.68 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000454,2025-11-12,business_advertising,$138.66,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-12 | business_advertising | 138.66 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMS0008,2025-11-12,commission_income,$310.00,inflow,income,Home Services Partner,Commission for referring a home-repair customer,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-11-12 | commission_income | 310.00 | inflow | income | Home Services Partner | Commission for referring a home-repair customer
Faris Mahmood,FMR000037,2025-11-13,freelance_income,$695.33,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-11-13 | freelance_income | 695.33 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000354,2025-11-14,personal_spending,$109.31,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-14 | personal_spending | 109.31 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000365,2025-11-14,electricity_bill,$120.32,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-14 | electricity_bill | 120.32 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000191,2025-11-15,personal_spending,$127.35,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-15 | personal_spending | 127.35 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000289,2025-11-16,tip_income,$38.50,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-11-16 | tip_income | 38.50 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000269,2025-11-17,business_supplies,$24.93,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-17 | business_supplies | 24.93 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000165,2025-11-18,electricity_bill,$158.73,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-18 | electricity_bill | 158.73 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000267,2025-11-18,transportation,$21.12,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-18 | transportation | 21.12 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000329,2025-11-18,business_sale_income,$53.72,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-18 | business_sale_income | 53.72 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000073,2025-11-20,restaurant_meal,$16.67,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-20 | restaurant_meal | 16.67 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000391,2025-11-20,tip_income,$96.34,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-11-20 | tip_income | 96.34 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000401,2025-11-20,transportation,$101.06,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-20 | transportation | 101.06 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMS0009,2025-11-20,interest_income,$42.18,inflow,income,Bank,Interest credited to savings account,FM_SAVINGS,personal,posted,,,,,,2025-11-20 | interest_income | 42.18 | inflow | income | Bank | Interest credited to savings account
Faris Mahmood,FMR000110,2025-11-21,phone_bill,$110.56,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-21 | phone_bill | 110.56 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000377,2025-11-22,business_sale_income,$144.48,inflow,income,Online Customer,Ordinary permissible product sale,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-22 | business_sale_income | 144.48 | inflow | income | Online Customer | Ordinary permissible product sale
Faris Mahmood,FMR000396,2025-11-22,phone_bill,$93.87,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-22 | phone_bill | 93.87 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000127,2025-11-23,phone_bill,$114.83,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-23 | phone_bill | 114.83 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000242,2025-11-23,transportation,$37.50,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-23 | transportation | 37.50 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000421,2025-11-23,transportation,$24.97,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-23 | transportation | 24.97 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000106,2025-11-24,groceries,$96.05,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-24 | groceries | 96.05 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000423,2025-11-24,tip_income,$47.79,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-11-24 | tip_income | 47.79 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000384,2025-11-26,tip_income,$111.96,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-11-26 | tip_income | 111.96 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000573,2025-11-26,transportation,$51.01,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-26 | transportation | 51.01 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000004,2025-11-27,salary_income,"$3,550.00",inflow,income,Employer Payroll,Monthly employment salary,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-11-27 | salary_income | 3550.00 | inflow | income | Employer Payroll | Monthly employment salary
Faris Mahmood,FMR000162,2025-11-27,business_supplies,$80.96,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-27 | business_supplies | 80.96 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000323,2025-11-27,business_advertising,$192.54,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-27 | business_advertising | 192.54 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000060,2025-11-28,freelance_income,$484.62,inflow,income,Freelance Client,Freelance professional work payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-11-28 | freelance_income | 484.62 | inflow | income | Freelance Client | Freelance professional work payment
Faris Mahmood,FMR000422,2025-11-28,business_advertising,$35.71,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-11-28 | business_advertising | 35.71 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000473,2025-11-29,electricity_bill,$87.36,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-29 | electricity_bill | 87.36 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000380,2025-11-30,transportation,$59.05,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-11-30 | transportation | 59.05 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000311,2025-12-01,restaurant_meal,$45.10,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-01 | restaurant_meal | 45.10 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000374,2025-12-01,phone_bill,$109.69,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-01 | phone_bill | 109.69 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000591,2025-12-01,phone_bill,$47.89,outflow,expense,Mobile Provider,Monthly phone bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-01 | phone_bill | 47.89 | outflow | expense | Mobile Provider | Monthly phone bill
Faris Mahmood,FMR000062,2025-12-02,business_supplies,$203.16,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-12-02 | business_supplies | 203.16 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000035,2025-12-03,personal_spending,$149.22,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-03 | personal_spending | 149.22 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMS0010,2025-12-03,gambling_income,$275.00,inflow,income,Online Betting Site,Sports betting winnings,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-03 | gambling_income | 275.00 | inflow | income | Online Betting Site | Sports betting winnings
Faris Mahmood,FMR000088,2025-12-04,restaurant_meal,$85.62,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-04 | restaurant_meal | 85.62 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000392,2025-12-04,transportation,$81.27,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-04 | transportation | 81.27 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000173,2025-12-05,business_advertising,$56.95,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-12-05 | business_advertising | 56.95 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000128,2025-12-06,transportation,$75.86,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-06 | transportation | 75.86 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000568,2025-12-06,electricity_bill,$87.93,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-06 | electricity_bill | 87.93 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000092,2025-12-07,restaurant_meal,$71.19,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-07 | restaurant_meal | 71.19 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000208,2025-12-08,personal_spending,$30.63,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-08 | personal_spending | 30.63 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000332,2025-12-09,personal_spending,$20.94,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-09 | personal_spending | 20.94 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000461,2025-12-09,personal_spending,$55.11,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-09 | personal_spending | 55.11 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000264,2025-12-11,business_supplies,$90.57,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-12-11 | business_supplies | 90.57 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000577,2025-12-11,restaurant_meal,$87.55,outflow,expense,Local Restaurant,Restaurant meal,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-11 | restaurant_meal | 87.55 | outflow | expense | Local Restaurant | Restaurant meal
Faris Mahmood,FMR000342,2025-12-12,rental_income,$984.70,inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-12 | rental_income | 984.70 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000429,2025-12-12,rental_income,"$1,693.30",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-12 | rental_income | 1693.30 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000526,2025-12-12,business_supplies,$203.82,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-12-12 | business_supplies | 203.82 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000585,2025-12-12,business_advertising,$27.98,outflow,expense,Ad Platform,Business advertising expense,FM_CHQ_BUSINESS,business,posted,,,,,,2025-12-12 | business_advertising | 27.98 | outflow | expense | Ad Platform | Business advertising expense
Faris Mahmood,FMR000030,2025-12-13,tip_income,$76.73,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-13 | tip_income | 76.73 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000294,2025-12-13,electricity_bill,$165.49,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-13 | electricity_bill | 165.49 | outflow | expense | Electric Utility | Monthly electricity bill
Faris Mahmood,FMR000089,2025-12-14,groceries,$168.03,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-14 | groceries | 168.03 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000199,2025-12-14,groceries,$115.46,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-14 | groceries | 115.46 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMR000259,2025-12-14,groceries,$44.99,outflow,expense,Local Grocer,Household grocery purchase,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-14 | groceries | 44.99 | outflow | expense | Local Grocer | Household grocery purchase
Faris Mahmood,FMS0011,2025-12-14,prohibited_product_commission,$190.00,inflow,income,Vape Retailer,Commission from vape-product sales,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-14 | prohibited_product_commission | 190.00 | inflow | income | Vape Retailer | Commission from vape-product sales
Faris Mahmood,FMR000049,2025-12-17,tip_income,$50.53,inflow,income,Customer Tips,Tips from permissible work,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-17 | tip_income | 50.53 | inflow | income | Customer Tips | Tips from permissible work
Faris Mahmood,FMR000224,2025-12-17,personal_spending,$30.72,outflow,expense,Retail Store,Personal spending,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-17 | personal_spending | 30.72 | outflow | expense | Retail Store | Personal spending
Faris Mahmood,FMR000305,2025-12-18,rental_income,"$1,061.62",inflow,income,Tenant,Residential rent payment,FM_CHQ_PERSONAL,personal,posted,,,,,,2025-12-18 | rental_income | 1061.62 | inflow | income | Tenant | Residential rent payment
Faris Mahmood,FMR000330,2025-12-18,business_supplies,$150.10,outflow,expense,Office Supplier,Business supplies purchase,FM_CHQ_BUSINESS,business,posted,,,,,,2025-12-18 | business_supplies | 150.10 | outflow | expense | Office Supplier | Business supplies purchase
Faris Mahmood,FMR000091,2025-12-19,transportation,$91.58,outflow,expense,Transit / Fuel,Transportation expense,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-19 | transportation | 91.58 | outflow | expense | Transit / Fuel | Transportation expense
Faris Mahmood,FMR000308,2025-12-19,electricity_bill,$179.69,outflow,expense,Electric Utility,Monthly electricity bill,FM_VISA_PERSONAL,personal,posted,,,,,,2025-12-19 | electricity_bill | 179.69 | outflow | expense | Electric Utility | Monthly electricity bill
